,Unnamed: 0,Unnamed: 0.1,_merge,anios_de_experiencia,cambio_de_residencia,cantidad_de_vacantes,date,departamento,descripcion,disponibilidad_viajes,edad,educacion_minima,empresa,fecha_online,idiomas,jornada,licencia_conducir,localidad,puesto,rama_de_actividad,salario,sexo,tamanio_empresa,tipo_de_contrato,url_oferta
740,740,740.0,,, No,,2/17/2020,,"Empresa dedicada a creacion de productos quimicos de diversas categorias; textil, plasticos, quimicos, principalmente de higienes y salud.Cosmeticos:                                                            Industria Quimica: Filtros solares                                                       Quimicos basicos Espesantes                                                           Aditivos de proceso Emolientes                                                            Quimicos inorganicos  Colorantes y lacas pigmentarias                           Solventes Micas perladas                                                      Resinas Colorantes capilares                                             Colorantes y pigmentos Minerales                                                               Conservadores y antimicrobiales Conservadores                                                      Secuestrantes Aditivos encapsuladoAlimentaria:                                                                  Industria Papelera: Almidones                                                                  Colorantes y blanqueadores opticos Colorantes y pigmentos naturales y sinteticos           Enzimas Espesantes                                                                Auxiliares de destinte Acidulantes                                                                Antimicrobiales Conservadores                                                           Auxiliares de acabado Enzimas                                                                     Productos para tratamiento de agua EndulzantesIndustria de limpieza:                                                Industria Plastica: Colorantes y Pigmentos                                          Colorantes y pigmentos Blanqueadores opticos                                            Masterbatch de especialidad Anti-espumantes                                                     Aditivos y ayudas de proceso Surfactantes                                                            Resinas especiales Siliconas Enzimas Conservadores Efectos cosmeticos para polvos y liquidos SecuestrantesIndustria Textil: Auxiliares de preparacion Auxiliares de tintura Colorantes y pigmentos Blanqueadores opticos Auxiliares de acabado Tratamientos para prenda y denim--- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- -Solicita personal con experiencia en 2 o mas tipos de materiales antes mencionados y las habilidades necesarias para desempenar las siguientes actividades:	Verificar el vehiculo.	Repartir y entregar productos asignados en su ruta y entregar documentacion a clientes.	Apoyar en el almacen.	manejo de camion de 3 1/2. (CARGA Y DESCARGA DE TAMBOS, PORRONES, SACOS Y CAJAS DE PRODUCTOS COMO MATERIA PRIMA DE QUIMICOS EN LIQUIDOS Y POLVOS)	Contar con carta de antecedentes no penales	Contar con LICENCIA B o E ESTATAL.EXPERIENCIA DE AL MENOS: 6 meses.JORNADA LABORAL:Lunes a ViernesHORARIO LABORAL:8:00 AM - 6:00 PM (EL TIEMPO EXTRA, SI ES NECESARIO, SE PAGA AL DOBLE)-Sueldo base + viaticos-Prestaciones superiores a las de la ley.(Seguro social, Prima Vacacional, Vacaciones, Fondo de Ahorro 8%, Aguinaldo 30 dias, Tarjeta de descuentos, Prestamos personales y adelanto de nomina.)Aviso: Te recordamos que Human Access no solicita ningun tipo de remuneracion economica a candidatos para nuestros procesos de reclutamiento, seleccion, evaluacion y/o contratacion.", Si, entre 28 y 40 anos, Educacion secundaria,Human Access,13 febrero,,Contrato por tiempo indeterminado,,Ciudad de México DF,Caja General,RRHH / Personal,"$ 5.500,00 (Mensual)",,51-200 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-chofer-repartidor-cargas-pesadas-licencia-e-quimicos-tambos-porrones-en-gustavo-a-madero-2C73E67D7A73600F61373E686DCF3405
741,741,741.0,,1.0, No,,2/17/2020,,"Grupo Modelo es lider en la elaboracion, distribucion y venta de cerveza en Mexico.Nos enorgullece ser una empresa que ha traspasado fronteras con sus productos. Todo esto gracias a las 30,969 personas que colaboran en esta gran compania.Hoy forma parte de AB-InBev, la compania cervecera mas grande del mundo. Te invitamos a participar en la vacante de:  Repartidor  Requisitos Escolaridad: Minimo Secundaria terminadaAnos y area de experiencia: 1 anos de experiencia en servicio a clientes, area de distribucion, chofer..Idioma: No aplica.Conocimientos tecnicos: Licencia de manejo tipo chofer vigente; manejo seguro.Competencias: Proactivo, liderazgo, trabajo en equipo, disponibilidad de tiempo.Horario: Lunes a sabado con disponibilidad de horarios. (algunos domingos se requiere se trabaje)  Proposito del puesto Responsable del proceso de distribucion de producto lleno y de envase vacio de los clientes asignados. Grupo Modelo no cobra por participar en sus procesos de reclutamiento, evaluacion, seleccion y contratacion de personal.", No, entre 18 y 40 anos, Educacion media superior -Bachillerato General,Grupo Modelo,13 febrero,,Contrato por tiempo indeterminado, C ,Oaxaca,Chofer Mensajero,Venta al consumidor,,,"Más de 1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-chofer-repartidor-juchitan-de-zaragoza-en-heroica-ciudad-de-juchitan-de-zaragoza-B4A43B57A2C2B1C061373E686DCF3405
742,742,742.0,,, No,,2/17/2020,,"En Vittorio Forti tenemos un lugar para ti, unete a nuestro equipo de trabajo como:Vendedor de sucursalREQUISITOS:* Edad: 18 a 50 anos* Sexo: Indistinto* Escolaridad: Secundaria concluida* Disponibilidad para trabajar de lunes a domingo descansando entre semana* Gusto por las ventas* Experiencia no necesariaOFRECEMOS:* Sueldo base $4345Sueldo base al tercer mes: $4500* + Bono semanal $300* + Comision a partir del 1% semanal (Sin tope)* Pagos semanales* Prestaciones de Ley (IMSS INFONAVIT, FONACOT, Vacaciones, 25% de prima vacacional, aguinaldo)* Comisiones del 1.5% mensual* Premios despues del tercer mes (smartphone, lap top, entradas al cine, comidas, trajes. camisas, blue ray, pantallas de 32"", viajes a la playa, etc)* Capacitacion pagada* Certificacion en ventas a los 3 meses (Bono de $1000 por certificacion e incremento salarial)* Contratacion directa por la empresa* Estabilidad laboral* Crecimiento laboral* Descuentos en tienda y prestamos de prendas* Prestamos personalesInteresados/as favor de aplicar por este medio y en breve nos pondremos en contacto contigoTipo de puesto: Tiempo completo", No, entre 18 y 45 anos, Educacion secundaria,Operadora de Trajes SA de CV,12 febrero,,Contrato por tiempo indeterminado,,Jalisco,Asesor/a de telemarketing - medio tiempo,Venta al consumidor,"$ 4.500,00 (Mensual)",,201-500 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-moda-para-tienda-de-ropa-guadalajara-centro-en-guadalajara-17E854A09CB1998061373E686DCF3405
743,743,743.0,,5.0, No,,2/17/2020,,"Importante empresa del giro alimenticio solicita:Gerente de Calidad giro AlimenticioIngenieria en Alimentos (Titulado)Minimo 5 anos de experiencia en Sistemas de Gestion de Calidad, expertis en Distintivo H, Distintivo M, Norma 251, Inocuidad de Alimentos, Inspeccion a los diferentes comedores industriales (se viajara en el Bajio), auditorias Operativas, aplicacion de las Noms en comedores industrialesDiponibilidad para viajarSe Ofrece:Sueldo base de $30,000 a $35,000 netosPrestaciones Superiores de LeyZona a laborar: JuricaInteresados favor de enviar su CV por este medio por favor", Si, entre 40 y 48 anos, Educacion superior - Licenciatura,,"Hoy, 07:53 a. m.",,Contrato para obra o tiempo determinado,,Querétaro,"Cajero/a zona av universidad en chihuahua $6,000 - Bonos $1600 tarjeta de descuentos corporativos",,"$ 35.000,00 (Mensual)",,,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-gerente-de-calidad-giro-alimenticio-en-queretaro-B20883D60A8212C061373E686DCF3405
744,744,744.0,,, No,,2/17/2020,,"Unete a nuestro gran equipo de trabajo en el Zorro Abarrotero * Estamos solicitando Auxiliares generales y Cajeras en zona centro de la CDMXREQUISITOS*Mayores de edad*Secundaria terminada*Disponibilidad de tiempo*Proactivo*Atencion al cliente*OrdenadoOFRECEMOS*Sueldo base (pago semanal)*Bono por venta general de la tienda*Tarjeta de descuentos*Fondo de ahorro*Capacitacion constante*Prestaciones de ley (IMSS, INFONAVIT, aguinaldo, prima vacacional, etc.)*Contratacion inmediataPara mayor informacion comunicate con Gabriel Orta por inbox.", No, A partir de 18 anos, Educacion secundaria,SBS Share Business Strategy,"Ayer, 04:20 a. m.",,Contrato por tiempo indeterminado,,Ciudad de México DF,Reclutador de campo,Servicios Profesionales,"$ 5.500,00 (Mensual)",,11-50 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliares-generales-en-cuauhtemoc-23CA1F90C389600361373E686DCF3405
745,745,745.0,,1.0, No,,2/17/2020,,"CASINO DUBAI PALACE te invita a formar parte de nuestro gran equipo como:TECNICO EN ELECTRONICAPerfil:Genero MasculinoEdad de 21 a 32 anosEscolaridad: Bachillerato tecnico, o LicenciaturaExperiencia en Electronica, reparacion de celulares o maquinas, electronica en generalDisponibilidad de rotar turnos (Manana, tarde y Noche)Importante radicar en cancun , estabilidad minima de 1 ano en adelanteOfrecemos:Sueldo base semanalVales de despensaBonos de puntualidad y asistenciaFondo y caja de ahorro2 dias de descanso a la semanaEstabilidad laboralSeguro Social al 100%InfonavitVacacionesAguinaldo de 20 diasCandidatos que cumplan con los requisitos , favor de postularse por este medio o presentarse directo en oficinas de RH Ubicadas en CASINO DUBAI PALACE Horario de atencion de LUNES A VIERNES de 10:00 a 1:00 pm y de 4:00 pm a 5:00 pm. Traer cv impreso", No, entre 21 y 32 anos, Educacion media superior - Educacion Profesional T,"Talento Institucional, S.A. de C.V.",10 febrero,,Contrato por tiempo indeterminado,,Quintana Roo,Asesor de venta - Coyoacan,Entretenimiento / Deportes,"$ 11.000,00 (Mensual)",,"Más de 1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-en-electronica-horario-rotativo-en-benito-juarez-965BFF05E090FC0361373E686DCF3405
746,746,746.0,,1.0, No,,2/17/2020,,"mportante industria dedicada a la elaboracion de fragancias y sabores solicita: Costumer Service con Excel Avanzado. Actividades: Recepcion de pedidos o quejas e ingresos a SAPGestion de consolidaciones de entregasSolicitud e ingreso de notas de credito Mantenimiento a pedidos por mermas o re programacionesReportes y confirmacion de numero de guias a clientes Requisitos: Escolaridad: Ingeniera Industrial, Lic. en Administracion, Comercio Exterior o a fin. Experiencia: 1-2 anos en puesto similar Excel avanzado (indispensable)Ingles intermedio Manejo de SAP basicoOfrecemos: Sueldo competitivo Prestaciones de ley Servicio de comedor Caja de ahorroSeguro de vidaProyecto temporal de 6 meses", No, entre 23 y 40 anos, Educacion superior - Licenciatura,ADICO,4 febrero, Ingles ,Contrato para obra o tiempo determinado,,Morelos,Chófer Repartidor  - San José Cabo,Servicios Profesionales,,,11-50 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-costumer-service-excel-avanzado--en-cuernavaca-6BF6F0FF5B65D93061373E686DCF3405
747,747,747.0,,1.0, No,,2/17/2020,,"Marca de lujo esta solicitando: Asesor de ventas para BoutiqueOfrecemos:-Sueldo base-Comisiones-Prestaciones de ley-Beneficios adicionales (Seguro de accidentes personales, servicio optico, descuentos para boletos de cine, boletos para Six Flags, etc)Zona:-Centro Comercial Santa FeHorario completo Requisitos:-Experiencia en puesto similar minimo 1 ano-Minimo bachillerato trunco (comprobable)-20-40 anos-Proactivo-Facilidad de palabra-Gusto por las ventasInteresados postularse por este medio o mandar C.V al 5561859623", No,, Educacion media superior -Bachillerato General,Grupo Gin,13 febrero,,Contrato por tiempo indeterminado,,Ciudad de México DF,Almacenista zona Santa Ana Chiautempan,RRHH / Personal,"$ 7.000,00 (Mensual)",,201-500 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-modas-en-cuajimalpa-de-morelos-5E0D461199CA06EF61373E686DCF3405
748,748,748.0,,1.0, No,,2/17/2020,,"Marca de lujo esta solicitando: Asesor de ventas para BoutiqueOfrecemos:-Sueldo base-Comisiones-Prestaciones de ley-Beneficios adicionales (Seguro de accidentes personales, servicio optico, descuentos para boletos de cine, boletos para Six Flags, etc)Zona:-Centro Comercial Santa FeHorario completo Requisitos:-Experiencia en puesto similar minimo 1 ano-Minimo bachillerato trunco (comprobable)-20-40 anos-Proactivo-Facilidad de palabra-Gusto por las ventasInteresados postularse por este medio o mandar C.V al 5561859623", No,, Educacion media superior -Bachillerato General,Grupo Gin,13 febrero,,Contrato por tiempo indeterminado,,Ciudad de México DF,Almacenista zona Santa Ana Chiautempan,RRHH / Personal,"$ 7.000,00 (Mensual)",,201-500 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-modas-en-cuajimalpa-de-morelos-5E0D461199CA06EF61373E686DCF3405
749,749,749.0,,1.0, No,,2/17/2020,,"ACTIVIDADESPROSPECCION Y VENTA DEL CLIENTE.SOLO NECESITAS:-          Deseable tres meses en area de atencion al clientes y ventas. -          Presentacion ejecutiva-         Mayor a 25 anos.OFRECEMOS:BONOS SEMANALES. Capacitacion pagada. Crecimiento a corto plazo.. Convenciones nacionales e internacionales pagadas por la empresa. Comisiones del 6% al 16% (NO TOPADAS). Estabilidad laboral SI BUSCAS ESTABILIDAD LABORAL E INGRESOS SUPERIORES A LOS $20,000 MENSUALES ESTA OFERTA ES PARA TI", No, entre 25 y 60 anos, Educacion media superior -Bachillerato General,GAYOSSO,10 febrero,,Contrato por tiempo indeterminado,,Ciudad de México DF,Vendedor de Boutique para Monterrey,Venta al consumidor,,,"Más de 1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-en-ventas-corporativas-mejores-comisiones-full-time-en-benito-juarez-8DD4B9700638B7EF61373E686DCF3405
750,750,750.0,,, No,,2/17/2020,,"TE GUSTARIA TRABAJAR EN LA EMPRESA MAS IMPORTANTE DE MEXICO?IMPORTANTE EMPRESA LIDER EN SEGUROS FUNERARIOS SOLICITA PERSONALOFRECEMOS:- PAGO SEMANAL-Bonos por ventas e incentivos-Un entorno dinamico que te ayudara para tu desarrollo profesional con enfoque comercial.-Capacitacion constante y Certificacion.-Atractivo Ingreso Semanal, y excelente esquema de comisiones por ventas y bono de productividad.-Contrato de forma permanente.-Gastos Medico.-Atractivas prestacionesLas funciones principales del puesto son:-Atencion con los clientes que visitan las oficinas,-Gestionar Cartera de clientes Y Visitar empresas con convenios. .-Gusto por las ventas, excelente atencion al cliente y alta orientacion a resultados.-Excelente manejo de relaciones interpersonales.-Disponibilidad de tiempo.-Dinamico y con interes en tu desarrollo profesional.-Gusto por la promocion y la asesoria.", No, entre 24 y 60 anos, Educacion media superior -Bachillerato General,GAYOSSO,15 febrero,,Contrato por tiempo indeterminado,,Guerrero,Analista de Control y Calidad - Lerma,Venta al consumidor,"$ 7.000,00 (Mensual)",,"Más de 1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-promovendedora-pagos-semanales-en-acapulco-de-juarez-CFEBEC84445E85F561373E686DCF3405
751,751,751.0,,2.0, No,,2/17/2020,,"Quieres iniciar el ano con empleo!Quieres generar ingresos superiores a los $25,000.00!Capacitacion Pagada!EXCELENTE OPORTUNIDAD DE TRABAJOSomos la empresa numero uno en el pais en Planes de Prevision con 140 anos de experiencia en el mercado. Estamos en busqueda del mejor talento para nuestra vacante como:Vendedor corporativo BENEFICIOS: Excelente plan de comisiones del 6% al 13% + 3% adicional, SIN DEDUCCIONES. Bonos mensuales Pagos semanales Premios como laptops electrodomesticos, automoviles, etc. Rifas Capacitacion constante y PAGADA, certificacion ante la Secretaria de Trabajo. Incentivos mensuales Herramientas de ventas (folletos, articulos de publicidad, asesoria) Convenciones nacionales e internacionales (TODO PAGADO) Seguro de gastos medicos Reconocimiento y desarrollo profesional a nivel gerencial Respaldo de una empresa solida Excelente ambiente laboralREQUISITOS: Gusto y habilidad por las ventas Experiencia deseable en venta de seguros, afores, inmobiliarias, autos, servicios financieros, atencion al cliente, telemarketing o call center.FUNCIONES: Llevar a cabo todo el proceso de venta, creando un interes en los clientes para la adquisicion de nuestros servicios y productos Crear y mantener vigente cartera de clientes Prospeccion de clientes Reportar actividades semanales y MensualesSomos tu mejor Opcion!Lic. Diana Cabrera", No, A partir de 40 anos, Educacion primaria,,11 febrero,,Contrato por tiempo indeterminado,,Estado de México,Coordinador de Capacitación ,,"$ 250.000,00 (Mensual)",,,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-vendedores-funerarios-zona-naucalpan--comisiones-aseguradas-y-pagos-semanales-en-naucalpan-de-juarez-7AF9FD04EC4B0B1061373E686DCF3405
752,752,752.0,,2.0, No,,2/17/2020,,"PRESTACIONES SUPERIORES: BONO, VALES DE DESPENSA, SEGURO DE VIDA, FONDO DE AHORRO, CAJA DE AHORRO ETCTENDRA EL PUNTO DE VENTA A SU CARGO, ATENCION A CLIENTE, APERTURA, IMAGEN, MANEJO DE EFECTIVO.CARRERA TECNICA, TRUNCA O BACHILLERATO, PRINCIPALMENTE CON EXPERIENCIA.,", No, entre 25 y 45 anos, Educacion media superior -Bachillerato General,ESTAFETA,11 febrero,,Contrato por tiempo indeterminado,,Guanajuato,Ejecutivo Telemarketing / Medio día 5 hrs -  Comisiones sin tope de hasta 14000 mensuales,Transporte,"$ 7.000,00 (Mensual)",,"Más de 1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-de-mostrador-habilidad-manejo-de-computadora-san-luis-de-la-paz-disponibilidad-de-horario-en-san-luis-de-la-paz-635CDAEFB7CD9B7F61373E686DCF3405
753,753,753.0,,5.0, No,,2/17/2020,,"EXPERIENCIA EN GIRO PLASTICO EMPAQUE FLEXIBLE.OFRECEMOS: ATRACTIVO SUELDO + BONO PRODUCTIVIDAD, INCENTIVO DESPENSAPRESTACIONES DE LEY Y CAJA DE AHORRO.	CONOCIMIENTOS	Conocimiento de la capacidad instalada en equipo y recurso humano	Conocimientos de maquinas Extrusoras.	Conocimientos de propiedades de las resinas para elaboracion de empaques.  	Conocimiento en la elaboracion de recetas (mezclas), para lineas de empaque automatico, rollos o bolsas para el embasado, granos, cereales, liquidos, polvos, dulces, hielo, manteca.	Conocimiento de la norma ISO 22000	Conocimiento de la politica y objetivos de calidad de la empresa	Manejo de PC, MS Office y MRP.	Conocimientos en HACCP. ISO22000, DEFENSA DE LOS ALIMENTOS Y PASS223	HABILIDADES	Capacidad de organizacion.	Solucion de problemas.	Liderazgo, manejo de personal y don de mando.	Capacidad para tomar decisiones asertivas.	Tener buena afinidad y comunicacion con el equipo de trabajo.	Tener la habilidad para generar, implantar y controlar los procedimientos y formatos aplicables a su area.	EXPERIENCIA	Minima de 4 anos en puesto similar.      ACTIVIDADES A REALIZAR	Hacer que se cumplan en extrusion  los procedimientos del SGN	Validar que se labore de acuerdo a las instrucciones de trabajo que apliquen en el area de extrusion.	Alcanzar los estandares de produccion, desperdicio y calidad e inocuidad.	Cumplir con los programas de produccion en cantidad y tiempo.	Fomentar las actitudes de responsabilidad, orden, limpieza y trabajo en equipo.	Planear los cambios de productos en las maquinas y apoyar a los Supervisores en los problemas de operacion.	Desarrollar y mantener un ambiente de trabajo seguro y sano.	Cumplir los objetivos de calidad e inocuidad en la pelicula de acuerdo a las especificaciones del producto terminado (produccion, desperdicio y tiempos de paro).	Validar el correcto llenado de todos los formatos de produccion en el area de Extrusion.	Revisar la trazabilidad de los productos en proceso.	Dar seguimiento a las ordenes abiertas de mantenimiento correctivos, preventivos de los equipos.	Mantener comunicacion con todos los Supervisores para asegurarse que se cumplan los objetivos del programa de produccion verificando que realicen sus actividades y responsabilidades asignadas, asi como en caso de ser necesario capacitacion y polivalencia del personal.	Cumplir con las politicas y reglamentos de la empresa.	Desarrollar y aplicar sus competencias en las diferentes areas de trabajo en la resolucion de problemas.	Llevar a cabo las correcciones, acciones correctivas o preventivas relacionadas con Extrusion.	Apoyar al CIP en los nuevos desarrollos de empaques.", Si, entre 30 y 50 anos, Educacion superior - Licenciatura,SN CAPITAL HUMANO,12 febrero, Ingles ,Contrato por tiempo indeterminado, A ,Jalisco,"Asesor telefónico / GMM / $6,000  - $13,000",51-200 trabajadores,,,,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-jefe-de-produccion--exp-giro-plastico-empaque-flexible-en-guadalajara-0D67CE7D6B7099CE61373E686DCF3405
754,754,754.0,,1.0, Si,,2/17/2020,,"Escolaridad:Preparatoria terminada Experiencia:Preferentemente de 1 ano en ventas al detalle, cambaceo en mercado de consumoConocimientos:*Analisis de informacion*Manejo de Hand Held (No indispensable)*Indispensable que sepa manejar motocicleta (250 cc) y contar con licencia de manejo vigente. Funciones:	Visita a todos los clientes de acuerdo a las frecuencias de visita establecidas.	Vende el portafolio de productos Gepp.	Ejecuta el mercadeo de sus clientes	Vende y ejecuta las iniciativas comerciales 	Gestiona su cartera de clientes	Reporta avances y resultados de los objetivos e iniciativas comerciales	Cumple los lineamientos, politicas, procesos y procedimientos definidos por Gepp.	Participa activamente en los programas de desarrollo y entrenamientoOfrecemos:	Prestaciones superiores: Fondo de ahorro, Seguro de vida, Vales de despensa, Aguinaldo superior, Incentivos.	Desarrollo y crecimiento", Si,, Educacion media superior -Bachillerato General,GEPP,15 febrero,,Contrato por tiempo indeterminado, D ,Durango,Auxiliar administrativo/a - Financiera CI Credito Personal San Nicolas,Venta al consumidor,"$ 9.585,00 (Mensual)",,"Más de 1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-promotor-de-venta-programada-en-durango-44DF2F017149829A61373E686DCF3405
755,755,755.0,,2.0, No,,2/17/2020,,"Job Description         Hands on experience in Qlik Sense development, dashboarding and data modeling and reporting (ad hoc report generation) techniques.        Must be good at Data transformation, the creation of QVD files and set analysis.        Experienced in application designing, architecting, development and deployment using Qlik Sense. Must be efficient in front-end development and know visualization best practices.        Strong database designing and SQL skills. Experienced in RDMS such as MS SQL Server, Oracle etc.        Strong communication skills (verbal/written) to deliver the technical insights and interpret the data reports to the clients. Also helps in understanding and serving to the clients requirements.        Able to comprehend and translate complex and advanced functional, technical and business requirements into executable architectural designs.        Experienced in data integration through extracting, transforming and loading (ETL) data from various sources. Skillset for Qlik Sense Developer        GUI development        Shell scripting        Integration        Reporting        Information Management        SQL and RDMS        Problem solving and troubleshooting Qlik Sense Developer: Requirements and Qualifications        1-3 years of experience as a BI/DW professional or Qlik Sense        Developer.        Qlik Sense certification./Optional        Bachelors degree (BE/B TECH) in Computer Science, MIS or related qualification. A masters degree is always helpful.        A strong analytical and logical mindset is much appreciated.        Well-versed with concepts and techniques of Business Intelligence and Data Warehousing.        Must be familiar with a projects complete life cycle implementation of at least 1 to 2 projects.        Skilled in Qlik Sense web integration, advanced SQL knowledge, Stored Procs, SQL scripting, nested selection, stored procedures, triggers, analytic functions, tuning etc.", No,, Educacion superior - Licenciatura,Esprezza,13 febrero, Ingles ,Contrato por temporada,,Jalisco,Mesero/a - Sushi Roll Santa Fe ( Tiempo Completo),RRHH / Personal,"$ 35.000,00 (Mensual)",,201-500 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-qlik-sense-developer-experiencia-en-zapopan-1DA6C1DD706A088861373E686DCF3405
756,756,756.0,,1.0, No,,2/17/2020,,Justificacion: Establecer un vinculo con universiades para el desarrollo de los estudiantesen actividades referentes a su carrera y apoyar en los procesos internos para optimizartiempos Actividades: *Apoyo en el area de contraloria para optimizar tiempos en informes referentes a ley del ISR * conocimiento ley IVA * comercio exterior *normas de informacion financiera *paqueterias contables * conocimiento o nocion en facturacion 3.3 plataformas 2019 * actualizacion en leyes fiscales * depositos y transferencias por pagos de comisiones o nomina informacion adicional: *Sexo femenino * 4 horas diarias de lunes a viernes de 10 am a 2 pm * apoyo de transporte $2000 mensual * firmas correspondientes para tu posterior liberacion de practicas o seguimiento a tu proyecto de estadia Interesados mandar su cv y postularse para su posterior contacto ., No, entre 22 y 32 anos, Educacion superior - Licenciatura,Excel Consultores,6 febrero,,Contrato por tiempo indeterminado,,Jalisco,Chofer de Camión Torton - Licencia B Federal,Venta al consumidor,"$ 2.000,00 (Mensual)",,51-200 trabajadores,Por Horas,/ofertas-de-trabajo/oferta-de-trabajo-de-becario-o-estudiante-en-contaduria-publica-aceptamos-para-liberacion-de-practicas-o-estadia-en-zapopan-0D6BCC675636CF9061373E686DCF3405
757,757,757.0,,1.0, No,,2/17/2020,,"Empresa lider en su ramo te invita a participar en su equipo de trabajo como Ejecutivo de Ventas.Si tienes gustos por las ventas este es el lugar perfecto para ti, solo trabaja 5 horas y genera ingresos superiores a $10,000 por comisiones, nosotros te ofrecemos:*Pago semanal (sueldo base y comisiones)*Capacitacion Pagada*Contratacion inmediata*Excelente esquema de comisiones que va de un 4% a 7% por venta realizada*Plan de carrera*Crecimiento a corto plazo*Congresos, rifas de autos, convenciones nacionales e internacionales, premio a la constancia, todo esto patrocinado por la empresa.Solo necesitas:*Escolaridad: Licenciatura *Experiencia minima de 1 ano en ventas*Disponibilidad de MEDIO tiempo*Facilidad de palabra*Buena Actitud*Gusto por las ventas*Excelente presentacion*Zona a laborar Torre Cuarzo, Reforma #26 Col. JuarezHorarios:--LUNES A SABADO(MEDIO TIEMPO) Y DESCANSAN LOS DIAS DOMINGOS* 14:30 PM A 20:00 HRS (VESPERTINO)* Y LO SABADOS DE 9:00AM A 14:00 hrs* DESCANSO LOS DIAS DOMINGOSPOSTULATE POR ESTE MEDIO O ENVIA WATSSAP LIC. JISELA BUSTAMANTE 5543815473.", No, A partir de 25 anos, Educacion superior - Licenciatura,GAYOSSO,15 febrero,,Contrato por tiempo indeterminado,,Ciudad de México DF,Analista de Expansión,Venta al consumidor,,,"Más de 1,000 trabajadores",Medio tiempo,/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-de-ventas-jr-ingresos-superiores-a-15000-en-venustiano-carranza-1246A1E4834541BF61373E686DCF3405
758,758,758.0,,, No,,2/17/2020,,Giro Servicios de Television SatelitalPROMOTORES  DE CAMBACEO   ZONA CHAPALAEdad 20 a 60 anosSecundaria Experiencia 6 meses a 1 ano Dominio de varias funcionesOrientacion al ClienteLiderazgoResponsabilidadDisponibilidad para ViajarOfrecemosPrestaciones de LeyPago Semanal Funciones y Actividades a Realizar Venta de television de Paga Contratacion Inmediata Contacto Ana Fuentes  2211201650, No, entre 18 y 60 anos, Educacion secundaria,Prowork,13 febrero, Espanol ,Contrato por tiempo indeterminado,,Chiapas,Instalador/a - Tecnico electrónico y/o Telecomunicaciones,RRHH / Personal,"$ 5.000,00 (Mensual)",,51-200 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-promotores-de-cambaceo--zona-tuxtla-en-tuxtla-gutierrez-EF478029BB78E0FE61373E686DCF3405
